2026-03-29 00:03:15 [tomcat-handler-11] INFO  : Session closing: 824e16d8-107d-9b65-05fd-8549b255ae08 - reason: null
2026-03-29 19:04:50 [tomcat-handler-49] INFO  : New session connected: 111e5698-6b9b-4564-f079-0baca17da25f, user: t1
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : New message from user: t1
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : End of message processing - session: 111e5698-6b9b-4564-f079-0baca17da25f from: t1
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : New message from user: t1
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : End of message processing - session: 111e5698-6b9b-4564-f079-0baca17da25f from: t1
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : New message from user: t1
2026-03-29 19:04:50 [tomcat-handler-50] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : End of message processing - session: 111e5698-6b9b-4564-f079-0baca17da25f from: t1
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : New message from user: t1
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwMzg5MCwiZXhwIjoxNzc0ODA0NzkwfQ.bc_lvPR6nodtz9ALAdFQv8hENmq3HH5yObUPRIAmjVuqSDGogYnUBVSZY90uBhHk, Granted Authorities=[USER]]
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : Sending message to owner: 111e5698-6b9b-4564-f079-0baca17da25f
2026-03-29 19:04:50 [tomcat-handler-50] INFO  : End of message processing - session: 111e5698-6b9b-4564-f079-0baca17da25f from: t1
2026-03-29 19:05:46 [tomcat-handler-51] INFO  : Session closing: 111e5698-6b9b-4564-f079-0baca17da25f - reason: null
2026-03-29 19:06:24 [tomcat-handler-52] INFO  : New session connected: d9f75df1-498d-3d4f-5973-d50a6998bc69, user: t1
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : New message from user: t1
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : End of message processing - session: d9f75df1-498d-3d4f-5973-d50a6998bc69 from: t1
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : New message from user: t1
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : End of message processing - session: d9f75df1-498d-3d4f-5973-d50a6998bc69 from: t1
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : New message from user: t1
2026-03-29 19:06:24 [tomcat-handler-53] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : End of message processing - session: d9f75df1-498d-3d4f-5973-d50a6998bc69 from: t1
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : New message from user: t1
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwMzk4MywiZXhwIjoxNzc0ODA0ODgzfQ.E-eGSICCGsa20I_YRsExns6v2Bt8L37NysR2x8tQcdyjpP60PDRfuzwb9Z0O3DQg, Granted Authorities=[USER]]
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : Sending message to owner: d9f75df1-498d-3d4f-5973-d50a6998bc69
2026-03-29 19:06:24 [tomcat-handler-53] INFO  : End of message processing - session: d9f75df1-498d-3d4f-5973-d50a6998bc69 from: t1
2026-03-29 19:06:49 [tomcat-handler-54] INFO  : Session closing: d9f75df1-498d-3d4f-5973-d50a6998bc69 - reason: null
2026-03-29 19:08:14 [tomcat-handler-55] INFO  : New session connected: 634f9f56-f577-934b-c422-d9cd44788946, user: t1
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : New message from user: t1
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : End of message processing - session: 634f9f56-f577-934b-c422-d9cd44788946 from: t1
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : New message from user: t1
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : End of message processing - session: 634f9f56-f577-934b-c422-d9cd44788946 from: t1
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : New message from user: t1
2026-03-29 19:08:14 [tomcat-handler-56] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : End of message processing - session: 634f9f56-f577-934b-c422-d9cd44788946 from: t1
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : New message from user: t1
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNDA5MiwiZXhwIjoxNzc0ODA0OTkyfQ.VydTS5YRgJH4iFT8J8uyVNgwZ4ZcAOtwV91eBy4u1Op1yIIpMH2z-or2kHP8TIHL, Granted Authorities=[USER]]
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : Sending message to owner: 634f9f56-f577-934b-c422-d9cd44788946
2026-03-29 19:08:14 [tomcat-handler-56] INFO  : End of message processing - session: 634f9f56-f577-934b-c422-d9cd44788946 from: t1
2026-03-29 19:08:19 [tomcat-handler-57] INFO  : Session closing: 634f9f56-f577-934b-c422-d9cd44788946 - reason: null
2026-03-29 19:10:13 [tomcat-handler-58] INFO  : New session connected: 59b98942-0d71-f118-b3b5-ca6187b3e7c3, user: t1
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : New message from user: t1
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : End of message processing - session: 59b98942-0d71-f118-b3b5-ca6187b3e7c3 from: t1
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : New message from user: t1
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : End of message processing - session: 59b98942-0d71-f118-b3b5-ca6187b3e7c3 from: t1
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : New message from user: t1
2026-03-29 19:10:13 [tomcat-handler-59] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : End of message processing - session: 59b98942-0d71-f118-b3b5-ca6187b3e7c3 from: t1
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : New message from user: t1
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNDIwOSwiZXhwIjoxNzc0ODA1MTA5fQ.2p9GOx2oaNigESxPitnRc3gK26V_de_hGsk0hvI6vrv5eRcbnK1lwotJ3txumpNI, Granted Authorities=[USER]]
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : Sending message to owner: 59b98942-0d71-f118-b3b5-ca6187b3e7c3
2026-03-29 19:10:13 [tomcat-handler-59] INFO  : End of message processing - session: 59b98942-0d71-f118-b3b5-ca6187b3e7c3 from: t1
2026-03-29 19:10:20 [tomcat-handler-60] INFO  : Session closing: 59b98942-0d71-f118-b3b5-ca6187b3e7c3 - reason: null
2026-03-29 19:10:42 [tomcat-handler-61] INFO  : New session connected: 1b6b88b2-6fec-3104-144e-72c1f700f34c, user: t1
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : New message from user: t1
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : End of message processing - session: 1b6b88b2-6fec-3104-144e-72c1f700f34c from: t1
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : New message from user: t1
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : End of message processing - session: 1b6b88b2-6fec-3104-144e-72c1f700f34c from: t1
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : New message from user: t1
2026-03-29 19:10:42 [tomcat-handler-62] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : End of message processing - session: 1b6b88b2-6fec-3104-144e-72c1f700f34c from: t1
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : New message from user: t1
2026-03-29 19:10:42 [tomcat-handler-62] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNDI0MiwiZXhwIjoxNzc0ODA1MTQyfQ.veJUUsAFoCJGYbF0qequ0TwtSxl4YYX3XPUnACJUn3crDX5-EIyfEuTXUbqWohzG, Granted Authorities=[USER]]
2026-03-29 19:10:43 [tomcat-handler-62] INFO  : Sending message to owner: 1b6b88b2-6fec-3104-144e-72c1f700f34c
2026-03-29 19:10:43 [tomcat-handler-62] INFO  : End of message processing - session: 1b6b88b2-6fec-3104-144e-72c1f700f34c from: t1
2026-03-29 19:11:05 [tomcat-handler-63] INFO  : Session closing: 1b6b88b2-6fec-3104-144e-72c1f700f34c - reason: null
2026-03-29 19:25:44 [tomcat-handler-64] INFO  : New session connected: c2291ae0-ee18-fe06-e932-53c19f451765, user: t1
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : New message from user: t1
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : End of message processing - session: c2291ae0-ee18-fe06-e932-53c19f451765 from: t1
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : New message from user: t1
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : End of message processing - session: c2291ae0-ee18-fe06-e932-53c19f451765 from: t1
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : New message from user: t1
2026-03-29 19:25:44 [tomcat-handler-65] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : End of message processing - session: c2291ae0-ee18-fe06-e932-53c19f451765 from: t1
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : New message from user: t1
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNTE0NCwiZXhwIjoxNzc0ODA2MDQ0fQ.Asl737l69Zd-kUdxbvsky-vh31f9TrTDgUFQB8oTPsYh8iAB67ksbH91s4sJ_mON, Granted Authorities=[USER]]
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : Sending message to owner: c2291ae0-ee18-fe06-e932-53c19f451765
2026-03-29 19:25:44 [tomcat-handler-65] INFO  : End of message processing - session: c2291ae0-ee18-fe06-e932-53c19f451765 from: t1
2026-03-29 19:25:47 [tomcat-handler-66] INFO  : Session closing: c2291ae0-ee18-fe06-e932-53c19f451765 - reason: null
2026-03-29 19:26:06 [tomcat-handler-67] INFO  : New session connected: 61a5ca5d-41d4-a840-2ae7-02b9e42be6d2, user: t1
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : New message from user: t1
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : End of message processing - session: 61a5ca5d-41d4-a840-2ae7-02b9e42be6d2 from: t1
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : New message from user: t1
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : End of message processing - session: 61a5ca5d-41d4-a840-2ae7-02b9e42be6d2 from: t1
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : New message from user: t1
2026-03-29 19:26:06 [tomcat-handler-68] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : End of message processing - session: 61a5ca5d-41d4-a840-2ae7-02b9e42be6d2 from: t1
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : New message from user: t1
2026-03-29 19:26:06 [tomcat-handler-68] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNTE2NCwiZXhwIjoxNzc0ODA2MDY0fQ.0z2dMXRedUAianAsvRsay8yz6aVS1FlHeoI8mgkWyCCCF-HLTKCRJqkuC4aqPoWN, Granted Authorities=[USER]]
2026-03-29 19:26:14 [tomcat-handler-68] INFO  : Sending message to owner: 61a5ca5d-41d4-a840-2ae7-02b9e42be6d2
2026-03-29 19:26:14 [tomcat-handler-68] INFO  : End of message processing - session: 61a5ca5d-41d4-a840-2ae7-02b9e42be6d2 from: t1
2026-03-29 19:26:18 [tomcat-handler-69] INFO  : Session closing: 61a5ca5d-41d4-a840-2ae7-02b9e42be6d2 - reason: null
2026-03-29 19:26:38 [SpringApplicationShutdownHook] INFO  : Commencing graceful shutdown. Waiting for active requests to complete
2026-03-29 19:26:38 [tomcat-shutdown] INFO  : Graceful shutdown complete
2026-03-29 19:26:40 [SpringApplicationShutdownHook] INFO  : Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 19:26:40 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown initiated...
2026-03-29 19:26:40 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown completed.
2026-03-29 19:28:16 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-29 19:28:16 [main] INFO  : Starting ShoppingListServiceApplication using Java 21.0.3 with PID 20976 (C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService\target\classes started by kjerz in C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService)
2026-03-29 19:28:16 [main] INFO  : The following 1 profile is active: "dev"
2026-03-29 19:28:17 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-29 19:28:18 [main] INFO  : Finished Spring Data repository scanning in 131 ms. Found 3 JPA repository interfaces.
2026-03-29 19:28:18 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-29 19:28:19 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-29 19:28:19 [main] INFO  : Starting service [Tomcat]
2026-03-29 19:28:19 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-29 19:28:19 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-29 19:28:19 [main] INFO  : Root WebApplicationContext: initialization completed in 2179 ms
2026-03-29 19:28:19 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-29 19:28:19 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-29 19:28:19 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-29 19:28:19 [main] INFO  : Successfully validated 1 migration (execution time 00:00.031s)
2026-03-29 19:28:19 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-29 19:28:19 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-29 19:28:20 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-29 19:28:20 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-29 19:28:20 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-29 19:28:20 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-29 19:28:20 [main] INFO  : HikariPool-1 - Starting...
2026-03-29 19:28:20 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7ffc4195
2026-03-29 19:28:20 [main] INFO  : HikariPool-1 - Start completed.
2026-03-29 19:28:20 [main] WARN  : HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-29 19:28:21 [main] INFO  : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-29 19:28:21 [main] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 19:28:22 [main] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-29 19:28:22 [main] INFO  : Global AuthenticationManager configured with AuthenticationProvider bean with name jwtAuthenticationProvider
2026-03-29 19:28:23 [main] INFO  : Exposing 0 endpoints beneath base path '/actuator'
2026-03-29 19:28:24 [main] INFO  : Starting ProtocolHandler ["http-nio-5443"]
2026-03-29 19:28:24 [main] INFO  : Tomcat started on port 5443 (http) with context path '/'
2026-03-29 19:28:24 [main] INFO  : Started ShoppingListServiceApplication in 7.844 seconds (process running for 8.219)
2026-03-29 19:44:47 [SpringApplicationShutdownHook] INFO  : Commencing graceful shutdown. Waiting for active requests to complete
2026-03-29 19:44:47 [tomcat-shutdown] INFO  : Graceful shutdown complete
2026-03-29 19:44:47 [SpringApplicationShutdownHook] INFO  : Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 19:44:47 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown initiated...
2026-03-29 19:44:47 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown completed.
2026-03-29 19:44:56 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-29 19:44:56 [main] INFO  : Starting ShoppingListServiceApplication using Java 21.0.3 with PID 4828 (C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService\target\classes started by kjerz in C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService)
2026-03-29 19:44:56 [main] INFO  : The following 1 profile is active: "dev"
2026-03-29 19:44:57 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-29 19:44:57 [main] INFO  : Finished Spring Data repository scanning in 124 ms. Found 3 JPA repository interfaces.
2026-03-29 19:44:58 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-29 19:44:58 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-29 19:44:58 [main] INFO  : Starting service [Tomcat]
2026-03-29 19:44:58 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-29 19:44:58 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-29 19:44:58 [main] INFO  : Root WebApplicationContext: initialization completed in 2389 ms
2026-03-29 19:44:59 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-29 19:44:59 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-29 19:44:59 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-29 19:44:59 [main] INFO  : Successfully validated 1 migration (execution time 00:00.047s)
2026-03-29 19:44:59 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-29 19:44:59 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-29 19:44:59 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-29 19:44:59 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-29 19:44:59 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-29 19:45:00 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-29 19:45:00 [main] INFO  : HikariPool-1 - Starting...
2026-03-29 19:45:00 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7ffc4195
2026-03-29 19:45:00 [main] INFO  : HikariPool-1 - Start completed.
2026-03-29 19:45:00 [main] WARN  : HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-29 19:45:01 [main] INFO  : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-29 19:45:01 [main] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 19:45:02 [main] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-29 19:45:02 [main] INFO  : Global AuthenticationManager configured with AuthenticationProvider bean with name jwtAuthenticationProvider
2026-03-29 19:45:02 [main] INFO  : Exposing 0 endpoints beneath base path '/actuator'
2026-03-29 19:45:03 [main] INFO  : Starting ProtocolHandler ["http-nio-5443"]
2026-03-29 19:45:03 [main] INFO  : Tomcat started on port 5443 (http) with context path '/'
2026-03-29 19:45:03 [main] INFO  : Started ShoppingListServiceApplication in 7.694 seconds (process running for 8.197)
2026-03-29 19:49:57 [tomcat-handler-0] INFO  : Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-29 19:49:57 [tomcat-handler-0] INFO  : Initializing Servlet 'dispatcherServlet'
2026-03-29 19:49:57 [tomcat-handler-0] INFO  : Completed initialization in 1 ms
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : New session connected: b0bc9c1e-c194-533f-b1dc-d4f03d5bd540, user: t1
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : End of message processing - session: b0bc9c1e-c194-533f-b1dc-d4f03d5bd540 from: t1
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : End of message processing - session: b0bc9c1e-c194-533f-b1dc-d4f03d5bd540 from: t1
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 19:50:00 [tomcat-handler-0] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : End of message processing - session: b0bc9c1e-c194-533f-b1dc-d4f03d5bd540 from: t1
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 19:50:00 [tomcat-handler-0] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNjU5NywiZXhwIjoxNzc0ODA3NDk3fQ.jJU23M2a9iGwt5a8FbONTrOnJWp6qQHBI8ovNwqzmGYRdw-uto5gd7vX4vxDgaWi, Granted Authorities=[USER]]
2026-03-29 19:50:04 [tomcat-handler-0] INFO  : Sending message to owner: b0bc9c1e-c194-533f-b1dc-d4f03d5bd540
2026-03-29 19:50:04 [tomcat-handler-0] INFO  : End of message processing - session: b0bc9c1e-c194-533f-b1dc-d4f03d5bd540 from: t1
2026-03-29 19:50:07 [tomcat-handler-1] INFO  : Session closing: b0bc9c1e-c194-533f-b1dc-d4f03d5bd540 - reason: null
2026-03-29 19:50:39 [tomcat-handler-2] INFO  : New session connected: 01df6c0f-bd85-5318-a668-83e66dba99c2, user: t1
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : End of message processing - session: 01df6c0f-bd85-5318-a668-83e66dba99c2 from: t1
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : End of message processing - session: 01df6c0f-bd85-5318-a668-83e66dba99c2 from: t1
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 19:50:39 [tomcat-handler-3] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : End of message processing - session: 01df6c0f-bd85-5318-a668-83e66dba99c2 from: t1
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 19:50:39 [tomcat-handler-3] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNjYzOCwiZXhwIjoxNzc0ODA3NTM4fQ.xQo4MhYd5ePZ0hVRiWfaFVAxPD_0GqAc6LpJYnuGUMgzW57ECzVh-kYYHJx-Fos9, Granted Authorities=[USER]]
2026-03-29 19:50:44 [tomcat-handler-3] INFO  : Sending message to owner: 01df6c0f-bd85-5318-a668-83e66dba99c2
2026-03-29 19:50:44 [tomcat-handler-3] INFO  : End of message processing - session: 01df6c0f-bd85-5318-a668-83e66dba99c2 from: t1
2026-03-29 19:50:57 [tomcat-handler-4] INFO  : Session closing: 01df6c0f-bd85-5318-a668-83e66dba99c2 - reason: null
2026-03-29 19:51:13 [tomcat-handler-5] INFO  : New session connected: d348ed16-e10f-4325-f8ec-1d049e344740, user: t1
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : End of message processing - session: d348ed16-e10f-4325-f8ec-1d049e344740 from: t1
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : End of message processing - session: d348ed16-e10f-4325-f8ec-1d049e344740 from: t1
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-29 19:51:13 [tomcat-handler-6] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : End of message processing - session: d348ed16-e10f-4325-f8ec-1d049e344740 from: t1
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-29 19:51:13 [tomcat-handler-6] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwNjY3MiwiZXhwIjoxNzc0ODA3NTcyfQ.ddTQX-1wpiHLN91rG4Pss0vC9k5KigUp9K3pQS78Wry_m2J8HlwmQTicemxA3JKH, Granted Authorities=[USER]]
2026-03-29 19:51:14 [tomcat-handler-6] INFO  : Sending message to owner: d348ed16-e10f-4325-f8ec-1d049e344740
2026-03-29 19:51:14 [tomcat-handler-6] INFO  : End of message processing - session: d348ed16-e10f-4325-f8ec-1d049e344740 from: t1
2026-03-29 19:51:18 [tomcat-handler-7] INFO  : Session closing: d348ed16-e10f-4325-f8ec-1d049e344740 - reason: null
2026-03-29 20:07:43 [tomcat-handler-8] INFO  : New session connected: 9682a336-402b-d713-8b3a-5f33b7c98b12, user: t1
2026-03-29 20:07:43 [tomcat-handler-9] INFO  : New message from user: t1
2026-03-29 20:07:43 [tomcat-handler-9] INFO  : End of message processing - session: 9682a336-402b-d713-8b3a-5f33b7c98b12 from: t1
2026-03-29 20:07:43 [tomcat-handler-9] INFO  : New message from user: t1
2026-03-29 20:07:43 [tomcat-handler-9] INFO  : End of message processing - session: 9682a336-402b-d713-8b3a-5f33b7c98b12 from: t1
2026-03-29 20:07:43 [tomcat-handler-9] INFO  : New message from user: t1
2026-03-29 20:07:43 [tomcat-handler-9] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 20:07:43 [tomcat-handler-9] INFO  : End of message processing - session: 9682a336-402b-d713-8b3a-5f33b7c98b12 from: t1
2026-03-29 20:07:43 [tomcat-handler-9] INFO  : New message from user: t1
